,code,powiat,year,sex,education,count
1748,2013000,Powiat wysokomazowiecki,2021,total,"lower secondary, primary, primary not completed and without school education",1878
1749,2014000,Powiat zambrowski,2021,total,"lower secondary, primary, primary not completed and without school education",1628
1750,2061000,City with powiat status Białystok,2021,total,"lower secondary, primary, primary not completed and without school education",4086
1751,2062000,City with powiat status Łomża,2021,total,"lower secondary, primary, primary not completed and without school education",1124
1752,2063000,City with powiat status Suwałki,2021,total,"lower secondary, primary, primary not completed and without school education",2065
1753,2201000,Powiat bytowski,2021,total,"lower secondary, primary, primary not completed and without school education",3515
1754,2202000,Powiat chojnicki,2021,total,"lower secondary, primary, primary not completed and without school education",3007
1755,2203000,Powiat człuchowski,2021,total,"lower secondary, primary, primary not completed and without school education",2115
1756,2204000,Powiat gdański,2021,total,"lower secondary, primary, primary not completed and without school education",3853
1757,2205000,Powiat kartuski,2021,total,"lower secondary, primary, primary not completed and without school education",5973
1758,2206000,Powiat kościerski,2021,total,"lower secondary, primary, primary not completed and without school education",2317
1759,2207000,Powiat kwidzyński,2021,total,"lower secondary, primary, primary not completed and without school education",2785
1760,2208000,Powiat lęborski,2021,total,"lower secondary, primary, primary not completed and without school education",2210
1761,2209000,Powiat malborski,2021,total,"lower secondary, primary, primary not completed and without school education",1824
1762,2210000,Powiat nowodworski,2021,total,"lower secondary, primary, primary not completed and without school education",1227
1763,2211000,Powiat pucki,2021,total,"lower secondary, primary, primary not completed and without school education",2833
1764,2212000,Powiat słupski,2021,total,"lower secondary, primary, primary not completed and without school education",4326
1765,2213000,Powiat starogardzki,2021,total,"lower secondary, primary, primary not completed and without school education",4349
1766,2214000,Powiat tczewski,2021,total,"lower secondary, primary, primary not completed and without school education",3764
1767,2215000,Powiat wejherowski,2021,total,"lower secondary, primary, primary not completed and without school education",7972
1768,2216000,Powiat sztumski,2021,total,"lower secondary, primary, primary not completed and without school education",1559
1769,2261000,City with powiat status Gdańsk,2021,total,"lower secondary, primary, primary not completed and without school education",8223
1770,2262000,City with powiat status Gdynia,2021,total,"lower secondary, primary, primary not completed and without school education",4075
1771,2263000,City with powiat status Słupsk,2021,total,"lower secondary, primary, primary not completed and without school education",1841
1772,2264000,City with powiat status Sopot,2021,total,"lower secondary, primary, primary not completed and without school education",451
1773,2401000,Powiat będziński,2021,total,"lower secondary, primary, primary not completed and without school education",2843
1774,2402000,Powiat bielski,2021,total,"lower secondary, primary, primary not completed and without school education",3158
1775,2403000,Powiat cieszyński,2021,total,"lower secondary, primary, primary not completed and without school education",4163
1776,2404000,Powiat częstochowski,2021,total,"lower secondary, primary, primary not completed and without school education",3156
1777,2405000,Powiat gliwicki,2021,total,"lower secondary, primary, primary not completed and without school education",2426
1778,2406000,Powiat kłobucki,2021,total,"lower secondary, primary, primary not completed and without school education",1560
1779,2407000,Powiat lubliniecki,2021,total,"lower secondary, primary, primary not completed and without school education",1730
1780,2408000,Powiat mikołowski,2021,total,"lower secondary, primary, primary not completed and without school education",1525
1781,2409000,Powiat myszkowski,2021,total,"lower secondary, primary, primary not completed and without school education",1517
1782,2410000,Powiat pszczyński,2021,total,"lower secondary, primary, primary not completed and without school education",2180
1783,2411000,Powiat raciborski,2021,total,"lower secondary, primary, primary not completed and without school education",2570
1784,2412000,Powiat rybnicki,2021,total,"lower secondary, primary, primary not completed and without school education",1574
1785,2413000,Powiat tarnogórski,2021,total,"lower secondary, primary, primary not completed and without school education",2482
1786,2414000,Powiat bieruńsko-lędziński,2021,total,"lower secondary, primary, primary not completed and without school education",1212
1787,2415000,Powiat wodzisławski,2021,total,"lower secondary, primary, primary not completed and without school education",3071
1788,2416000,Powiat zawierciański,2021,total,"lower secondary, primary, primary not completed and without school education",1882
1789,2417000,Powiat żywiecki,2021,total,"lower secondary, primary, primary not completed and without school education",3127
1790,2461000,City with powiat status Bielsko-Biała,2021,total,"lower secondary, primary, primary not completed and without school education",3316
1791,2462000,City with powiat status Bytom,2021,total,"lower secondary, primary, primary not completed and without school education",4043
1792,2463000,City with powiat status Chorzów,2021,total,"lower secondary, primary, primary not completed and without school education",3240
1793,2464000,City with powiat status Częstochowa,2021,total,"lower secondary, primary, primary not completed and without school education",3843
1794,2465000,City with powiat status Dąbrowa Górnicza,2021,total,"lower secondary, primary, primary not completed and without school education",2230
1795,2466000,City with powiat status Gliwice,2021,total,"lower secondary, primary, primary not completed and without school education",3842
1796,2467000,City with powiat status Jastrzębie-Zdrój,2021,total,"lower secondary, primary, primary not completed and without school education",2210
1797,2468000,City with powiat status Jaworzno,2021,total,"lower secondary, primary, primary not completed and without school education",1742
1798,2469000,City with powiat status Katowice,2021,total,"lower secondary, primary, primary not completed and without school education",6069
1799,2470000,City with powiat status Mysłowice,2021,total,"lower secondary, primary, primary not completed and without school education",1610
1800,2471000,City with powiat status Piekary Śląskie,2021,total,"lower secondary, primary, primary not completed and without school education",1213
1801,2472000,City with powiat status Ruda Śląska,2021,total,"lower secondary, primary, primary not completed and without school education",3552
1802,2473000,City with powiat status Rybnik,2021,total,"lower secondary, primary, primary not completed and without school education",2760
1803,2474000,City with powiat status Siemianowice Śląskie,2021,total,"lower secondary, primary, primary not completed and without school education",1639
1804,2475000,City with powiat status Sosnowiec,2021,total,"lower secondary, primary, primary not completed and without school education",4018
1805,2476000,City with powiat status Świętochłowice,2021,total,"lower secondary, primary, primary not completed and without school education",1679
1806,2477000,City with powiat status Tychy,2021,total,"lower secondary, primary, primary not completed and without school education",2430
1807,2478000,City with powiat status Zabrze,2021,total,"lower secondary, primary, primary not completed and without school education",4754
