,code,powiat,year,sex,education,count
10249,3211000,Powiat policki,2021,females,lower secondary,883
10250,3212000,Powiat pyrzycki,2021,females,lower secondary,455
10251,3213000,Powiat sławieński,2021,females,lower secondary,717
10252,3214000,Powiat stargardzki,2021,females,lower secondary,1374
10253,3215000,Powiat szczecinecki,2021,females,lower secondary,935
10254,3216000,Powiat świdwiński,2021,females,lower secondary,537
10255,3217000,Powiat wałecki,2021,females,lower secondary,722
10256,3218000,Powiat łobeski,2021,females,lower secondary,470
10257,3261000,City with powiat status Koszalin,2021,females,lower secondary,1000
10258,3262000,City with powiat status Szczecin,2021,females,lower secondary,3648
10259,3263000,City with powiat status Świnoujście,2021,females,lower secondary,384
10260,201000,Powiat bolesławiecki,2021,females,primary completed,5646
10261,202000,Powiat dzierżoniowski,2021,females,primary completed,6689
10262,203000,Powiat głogowski,2021,females,primary completed,4626
10263,204000,Powiat górowski,2021,females,primary completed,2535
10264,205000,Powiat jaworski,2021,females,primary completed,3088
10265,206000,Powiat karkonoski,2021,females,primary completed,3428
10266,207000,Powiat kamiennogórski,2021,females,primary completed,2721
10267,208000,Powiat kłodzki,2021,females,primary completed,10068
10268,209000,Powiat legnicki,2021,females,primary completed,3675
10269,210000,Powiat lubański,2021,females,primary completed,2976
10270,211000,Powiat lubiński,2021,females,primary completed,5873
10271,212000,Powiat lwówecki,2021,females,primary completed,2704
10272,213000,Powiat milicki,2021,females,primary completed,2229
10273,214000,Powiat oleśnicki,2021,females,primary completed,6291
10274,215000,Powiat oławski,2021,females,primary completed,4181
10275,216000,Powiat polkowicki,2021,females,primary completed,4022
10276,217000,Powiat strzeliński,2021,females,primary completed,2795
10277,218000,Powiat średzki,2021,females,primary completed,3403
10278,219000,Powiat świdnicki,2021,females,primary completed,8885
10279,220000,Powiat trzebnicki,2021,females,primary completed,4798
10280,221000,Powiat wałbrzyski,2021,females,primary completed,3943
10281,222000,Powiat wołowski,2021,females,primary completed,2729
10282,223000,Powiat wrocławski,2021,females,primary completed,7195
10283,224000,Powiat ząbkowicki,2021,females,primary completed,3959
10284,225000,Powiat zgorzelecki,2021,females,primary completed,5849
10285,226000,Powiat złotoryjski,2021,females,primary completed,2923
10286,261000,City with powiat status Jelenia Góra,2021,females,primary completed,3511
10287,262000,City with powiat status Legnica,2021,females,primary completed,4788
10288,264000,City with powiat status Wrocław,2021,females,primary completed,21875
10289,265000,City with powiat status Wałbrzych since 2013,2021,females,primary completed,7181
10290,401000,Powiat aleksandrowski,2021,females,primary completed,3502
10291,402000,Powiat brodnicki,2021,females,primary completed,6193
10292,403000,Powiat bydgoski,2021,females,primary completed,6501
10293,404000,Powiat chełmiński,2021,females,primary completed,3871
10294,405000,Powiat golubsko-dobrzyński,2021,females,primary completed,3633
10295,406000,Powiat grudziądzki,2021,females,primary completed,3354
10296,407000,Powiat inowrocławski,2021,females,primary completed,11040
10297,408000,Powiat lipnowski,2021,females,primary completed,5994
10298,409000,Powiat mogileński,2021,females,primary completed,3228
10299,410000,Powiat nakielski,2021,females,primary completed,6439
10300,411000,Powiat radziejowski,2021,females,primary completed,3758
10301,412000,Powiat rypiński,2021,females,primary completed,4348
10302,413000,Powiat sępoleński,2021,females,primary completed,3336
10303,414000,Powiat świecki,2021,females,primary completed,7085
10304,415000,Powiat toruński,2021,females,primary completed,7359
10305,416000,Powiat tucholski,2021,females,primary completed,3531
10306,417000,Powiat wąbrzeski,2021,females,primary completed,2634
10307,418000,Powiat włocławski,2021,females,primary completed,8170
10308,419000,Powiat żniński,2021,females,primary completed,4773
10309,461000,City with powiat status Bydgoszcz,2021,females,primary completed,15736
10310,462000,City with powiat status Grudziądz,2021,females,primary completed,5853
10311,463000,City with powiat status Toruń,2021,females,primary completed,9130
10312,464000,City with powiat status Włocławek,2021,females,primary completed,6377
10313,601000,Powiat bialski,2021,females,primary completed,7583
10314,602000,Powiat biłgorajski,2021,females,primary completed,7478
10315,603000,Powiat chełmski,2021,females,primary completed,6655
10316,604000,Powiat hrubieszowski,2021,females,primary completed,5184
10317,605000,Powiat janowski,2021,females,primary completed,3929
10318,606000,Powiat krasnostawski,2021,females,primary completed,5102
10319,607000,Powiat kraśnicki,2021,females,primary completed,6608
10320,608000,Powiat lubartowski,2021,females,primary completed,7073
10321,609000,Powiat lubelski,2021,females,primary completed,9788
10322,610000,Powiat łęczyński,2021,females,primary completed,3702
10323,611000,Powiat łukowski,2021,females,primary completed,7828
10324,612000,Powiat opolski,2021,females,primary completed,4413
10325,613000,Powiat parczewski,2021,females,primary completed,2655
10326,614000,Powiat puławski,2021,females,primary completed,6181
10327,615000,Powiat radzyński,2021,females,primary completed,4101
10328,616000,Powiat rycki,2021,females,primary completed,3050
10329,617000,Powiat świdnicki,2021,females,primary completed,3962
10330,618000,Powiat tomaszowski,2021,females,primary completed,6623
10331,619000,Powiat włodawski,2021,females,primary completed,2890
10332,620000,Powiat zamojski,2021,females,primary completed,8106
10333,661000,City with powiat status Biała Podlaska,2021,females,primary completed,1984
10334,662000,City with powiat status Chełm,2021,females,primary completed,2758
10335,663000,City with powiat status Lublin,2021,females,primary completed,11011
10336,664000,City with powiat status Zamość,2021,females,primary completed,2343
10337,801000,Powiat gorzowski,2021,females,primary completed,4572
10338,802000,Powiat krośnieński,2021,females,primary completed,3538
10339,803000,Powiat międzyrzecki,2021,females,primary completed,3574
10340,804000,Powiat nowosolski,2021,females,primary completed,5217
10341,805000,Powiat słubicki,2021,females,primary completed,2954
10342,806000,Powiat strzelecko-drezdenecki,2021,females,primary completed,3784
10343,807000,Powiat sulęciński,2021,females,primary completed,2264
10344,808000,Powiat świebodziński,2021,females,primary completed,3189
10345,809000,Powiat zielonogórski,2021,females,primary completed,4328
10346,810000,Powiat żagański,2021,females,primary completed,5054
10347,811000,Powiat żarski,2021,females,primary completed,5742
10348,812000,Powiat wschowski,2021,females,primary completed,2274
10349,861000,City with powiat status Gorzów Wielkopolski,2021,females,primary completed,5924
10350,862000,City with powiat status Zielona Góra,2021,females,primary completed,5107
10351,1001000,Powiat bełchatowski,2021,females,primary completed,7232
10352,1002000,Powiat kutnowski,2021,females,primary completed,7584
10353,1003000,Powiat łaski,2021,females,primary completed,3497
10354,1004000,Powiat łęczycki,2021,females,primary completed,4873
10355,1005000,Powiat łowicki,2021,females,primary completed,5621
10356,1006000,Powiat łódzki wschodni,2021,females,primary completed,4874
10357,1007000,Powiat opoczyński,2021,females,primary completed,6263
10358,1008000,Powiat pabianicki,2021,females,primary completed,8091
10359,1009000,Powiat pajęczański,2021,females,primary completed,4381
10360,1010000,Powiat piotrkowski,2021,females,primary completed,7749
10361,1011000,Powiat poddębicki,2021,females,primary completed,3702
10362,1012000,Powiat radomszczański,2021,females,primary completed,8835
10363,1013000,Powiat rawski,2021,females,primary completed,3466
10364,1014000,Powiat sieradzki,2021,females,primary completed,8663
10365,1015000,Powiat skierniewicki,2021,females,primary completed,2884
10366,1016000,Powiat tomaszowski,2021,females,primary completed,8088
10367,1017000,Powiat wieluński,2021,females,primary completed,4976
10368,1018000,Powiat wieruszowski,2021,females,primary completed,2849
10369,1019000,Powiat zduńskowolski,2021,females,primary completed,4182
10370,1020000,Powiat zgierski,2021,females,primary completed,10815
10371,1021000,Powiat brzeziński,2021,females,primary completed,2358
10372,1061000,City with powiat status Łódź,2021,females,primary completed,34776
10373,1062000,City with powiat status Piotrków Trybunalski,2021,females,primary completed,3809
10374,1063000,City with powiat status Skierniewice,2021,females,primary completed,1949
10375,1201000,Powiat bocheński,2021,females,primary completed,5430
10376,1202000,Powiat brzeski,2021,females,primary completed,5062
10377,1203000,Powiat chrzanowski,2021,females,primary completed,8006
10378,1204000,Powiat dąbrowski,2021,females,primary completed,3563
10379,1205000,Powiat gorlicki,2021,females,primary completed,6095
10380,1206000,Powiat krakowski,2021,females,primary completed,14958
10381,1207000,Powiat limanowski,2021,females,primary completed,7947
10382,1208000,Powiat miechowski,2021,females,primary completed,3171
10383,1209000,Powiat myślenicki,2021,females,primary completed,6880
10384,1210000,Powiat nowosądecki,2021,females,primary completed,12084
10385,1211000,Powiat nowotarski,2021,females,primary completed,13947
10386,1212000,Powiat olkuski,2021,females,primary completed,6462
10387,1213000,Powiat oświęcimski,2021,females,primary completed,8019
10388,1214000,Powiat proszowicki,2021,females,primary completed,3120
10389,1215000,Powiat suski,2021,females,primary completed,5604
10390,1216000,Powiat tarnowski,2021,females,primary completed,12150
10391,1217000,Powiat tatrzański,2021,females,primary completed,4842
10392,1218000,Powiat wadowicki,2021,females,primary completed,8883
10393,1219000,Powiat wielicki,2021,females,primary completed,6007
10394,1261000,City with powiat status Kraków,2021,females,primary completed,24436
10395,1262000,City with powiat status Nowy Sącz,2021,females,primary completed,2622
10396,1263000,City with powiat status Tarnów,2021,females,primary completed,4264
10397,1401000,Powiat białobrzeski,2021,females,primary completed,2788
10398,1402000,Powiat ciechanowski,2021,females,primary completed,5144
10399,1403000,Powiat garwoliński,2021,females,primary completed,6322
10400,1404000,Powiat gostyniński,2021,females,primary completed,3665
10401,1405000,Powiat grodziski,2021,females,primary completed,4438
10402,1406000,Powiat grójecki,2021,females,primary completed,6364
10403,1407000,Powiat kozienicki,2021,females,primary completed,4107
10404,1408000,Powiat legionowski,2021,females,primary completed,4862
10405,1409000,Powiat lipski,2021,females,primary completed,2612
10406,1410000,Powiat łosicki,2021,females,primary completed,2456
10407,1411000,Powiat makowski,2021,females,primary completed,3077
10408,1412000,Powiat miński,2021,females,primary completed,8054
10409,1413000,Powiat mławski,2021,females,primary completed,4721
10410,1414000,Powiat nowodworski,2021,females,primary completed,4710
10411,1415000,Powiat ostrołęcki,2021,females,primary completed,7262
10412,1416000,Powiat ostrowski,2021,females,primary completed,5370
10413,1417000,Powiat otwocki,2021,females,primary completed,5634
10414,1418000,Powiat piaseczyński,2021,females,primary completed,8067
10415,1419000,Powiat płocki,2021,females,primary completed,8574
10416,1420000,Powiat płoński,2021,females,primary completed,6866
10417,1421000,Powiat pruszkowski,2021,females,primary completed,6653
10418,1422000,Powiat przasnyski,2021,females,primary completed,3904
10419,1423000,Powiat przysuski,2021,females,primary completed,3333
10420,1424000,Powiat pułtuski,2021,females,primary completed,3381
10421,1425000,Powiat radomski,2021,females,primary completed,10276
10422,1426000,Powiat siedlecki,2021,females,primary completed,5773
10423,1427000,Powiat sierpecki,2021,females,primary completed,3952
10424,1428000,Powiat sochaczewski,2021,females,primary completed,5206
10425,1429000,Powiat sokołowski,2021,females,primary completed,3883
10426,1430000,Powiat szydłowiecki,2021,females,primary completed,2720
10427,1432000,Powiat warszawski zachodni,2021,females,primary completed,5515
10428,1433000,Powiat węgrowski,2021,females,primary completed,4920
10429,1434000,Powiat wołomiński,2021,females,primary completed,12348
10430,1435000,Powiat wyszkowski,2021,females,primary completed,4792
10431,1436000,Powiat zwoleński,2021,females,primary completed,2988
10432,1437000,Powiat żuromiński,2021,females,primary completed,3608
10433,1438000,Powiat żyrardowski,2021,females,primary completed,4516
10434,1461000,City with powiat status Ostrołęka,2021,females,primary completed,2240
10435,1462000,City with powiat status Płock,2021,females,primary completed,5566
10436,1463000,City with powiat status Radom,2021,females,primary completed,10072
10437,1464000,City with powiat status Siedlce,2021,females,primary completed,2825
10438,1465000,City with powiat status Capital City Warszawa,2021,females,primary completed,50084
10439,1601000,Powiat brzeski,2021,females,primary completed,5040
10440,1602000,Powiat głubczycki,2021,females,primary completed,3426
10441,1603000,Powiat kędzierzyńsko-kozielski,2021,females,primary completed,5633
10442,1604000,Powiat kluczborski,2021,females,primary completed,4238
10443,1605000,Powiat krapkowicki,2021,females,primary completed,4479
10444,1606000,Powiat namysłowski,2021,females,primary completed,2807
10445,1607000,Powiat nyski,2021,females,primary completed,7844
10446,1608000,Powiat oleski,2021,females,primary completed,4381
10447,1609000,Powiat opolski,2021,females,primary completed,7707
10448,1610000,Powiat prudnicki,2021,females,primary completed,3519
10449,1611000,Powiat strzelecki,2021,females,primary completed,5078
10450,1661000,City with powiat status Opole,2021,females,primary completed,4409
10451,1801000,Powiat bieszczadzki,2021,females,primary completed,1470
10452,1802000,Powiat brzozowski,2021,females,primary completed,5189
10453,1803000,Powiat dębicki,2021,females,primary completed,8191
10454,1804000,Powiat jarosławski,2021,females,primary completed,7671
10455,1805000,Powiat jasielski,2021,females,primary completed,7242
10456,1806000,Powiat kolbuszowski,2021,females,primary completed,4094
10457,1807000,Powiat krośnieński,2021,females,primary completed,7049
10458,1808000,Powiat leżajski,2021,females,primary completed,4310
10459,1809000,Powiat lubaczowski,2021,females,primary completed,4034
10460,1810000,Powiat łańcucki,2021,females,primary completed,4076
10461,1811000,Powiat mielecki,2021,females,primary completed,6852
10462,1812000,Powiat niżański,2021,females,primary completed,4612
10463,1813000,Powiat przemyski,2021,females,primary completed,5407
10464,1814000,Powiat przeworski,2021,females,primary completed,5411
10465,1815000,Powiat ropczycko-sędziszowski,2021,females,primary completed,4822
10466,1816000,Powiat rzeszowski,2021,females,primary completed,10011
10467,1817000,Powiat sanocki,2021,females,primary completed,5615
10468,1818000,Powiat stalowowolski,2021,females,primary completed,6202
10469,1819000,Powiat strzyżowski,2021,females,primary completed,4189
10470,1820000,Powiat tarnobrzeski,2021,females,primary completed,3635
10471,1821000,Powiat leski,2021,females,primary completed,1957
10472,1861000,City with powiat status Krosno,2021,females,primary completed,1589
10473,1862000,City with powiat status Przemyśl,2021,females,primary completed,2528
10474,1863000,City with powiat status Rzeszów,2021,females,primary completed,5531
10475,1864000,City with powiat status Tarnobrzeg,2021,females,primary completed,2047
10476,2001000,Powiat augustowski,2021,females,primary completed,4265
10477,2002000,Powiat białostocki,2021,females,primary completed,8903
10478,2003000,Powiat bielski,2021,females,primary completed,4325
10479,2004000,Powiat grajewski,2021,females,primary completed,3979
10480,2005000,Powiat hajnowski,2021,females,primary completed,3426
10481,2006000,Powiat kolneński,2021,females,primary completed,3464
10482,2007000,Powiat łomżyński,2021,females,primary completed,4453
10483,2008000,Powiat moniecki,2021,females,primary completed,3752
10484,2009000,Powiat sejneński,2021,females,primary completed,1858
10485,2010000,Powiat siemiatycki,2021,females,primary completed,4003
10486,2011000,Powiat sokólski,2021,females,primary completed,5749
10487,2012000,Powiat suwalski,2021,females,primary completed,3270
10488,2013000,Powiat wysokomazowiecki,2021,females,primary completed,4366
10489,2014000,Powiat zambrowski,2021,females,primary completed,3190
10490,2061000,City with powiat status Białystok,2021,females,primary completed,11024
10491,2062000,City with powiat status Łomża,2021,females,primary completed,2709
10492,2063000,City with powiat status Suwałki,2021,females,primary completed,3629
10493,2201000,Powiat bytowski,2021,females,primary completed,5830
10494,2202000,Powiat chojnicki,2021,females,primary completed,6563
10495,2203000,Powiat człuchowski,2021,females,primary completed,4158
10496,2204000,Powiat gdański,2021,females,primary completed,6310
10497,2205000,Powiat kartuski,2021,females,primary completed,9214
10498,2206000,Powiat kościerski,2021,females,primary completed,4711
10499,2207000,Powiat kwidzyński,2021,females,primary completed,5603
10500,2208000,Powiat lęborski,2021,females,primary completed,4470
10501,2209000,Powiat malborski,2021,females,primary completed,4287
10502,2210000,Powiat nowodworski,2021,females,primary completed,2461
10503,2211000,Powiat pucki,2021,females,primary completed,6148
10504,2212000,Powiat słupski,2021,females,primary completed,7348
10505,2213000,Powiat starogardzki,2021,females,primary completed,8504
10506,2214000,Powiat tczewski,2021,females,primary completed,7138
10507,2215000,Powiat wejherowski,2021,females,primary completed,12797
10508,2216000,Powiat sztumski,2021,females,primary completed,3226
10509,2261000,City with powiat status Gdańsk,2021,females,primary completed,17015
10510,2262000,City with powiat status Gdynia,2021,females,primary completed,9227
10511,2263000,City with powiat status Słupsk,2021,females,primary completed,4309
10512,2264000,City with powiat status Sopot,2021,females,primary completed,1007
10513,2401000,Powiat będziński,2021,females,primary completed,7989
10514,2402000,Powiat bielski,2021,females,primary completed,7373
10515,2403000,Powiat cieszyński,2021,females,primary completed,8793
10516,2404000,Powiat częstochowski,2021,females,primary completed,9239
10517,2405000,Powiat gliwicki,2021,females,primary completed,6782
10518,2406000,Powiat kłobucki,2021,females,primary completed,5356
10519,2407000,Powiat lubliniecki,2021,females,primary completed,4196
10520,2408000,Powiat mikołowski,2021,females,primary completed,4342
10521,2409000,Powiat myszkowski,2021,females,primary completed,4362
10522,2410000,Powiat pszczyński,2021,females,primary completed,5032
10523,2411000,Powiat raciborski,2021,females,primary completed,6368
10524,2412000,Powiat rybnicki,2021,females,primary completed,4688
10525,2413000,Powiat tarnogórski,2021,females,primary completed,6789
10526,2414000,Powiat bieruńsko-lędziński,2021,females,primary completed,2969
10527,2415000,Powiat wodzisławski,2021,females,primary completed,9335
10528,2416000,Powiat zawierciański,2021,females,primary completed,6973
10529,2417000,Powiat żywiecki,2021,females,primary completed,8336
10530,2461000,City with powiat status Bielsko-Biała,2021,females,primary completed,6382
10531,2462000,City with powiat status Bytom,2021,females,primary completed,9357
10532,2463000,City with powiat status Chorzów,2021,females,primary completed,6252
10533,2464000,City with powiat status Częstochowa,2021,females,primary completed,10464
10534,2465000,City with powiat status Dąbrowa Górnicza,2021,females,primary completed,5835
10535,2466000,City with powiat status Gliwice,2021,females,primary completed,7694
10536,2467000,City with powiat status Jastrzębie-Zdrój,2021,females,primary completed,5836
10537,2468000,City with powiat status Jaworzno,2021,females,primary completed,5228
10538,2469000,City with powiat status Katowice,2021,females,primary completed,12878
10539,2470000,City with powiat status Mysłowice,2021,females,primary completed,3648
10540,2471000,City with powiat status Piekary Śląskie,2021,females,primary completed,3258
10541,2472000,City with powiat status Ruda Śląska,2021,females,primary completed,8301
10542,2473000,City with powiat status Rybnik,2021,females,primary completed,7435
10543,2474000,City with powiat status Siemianowice Śląskie,2021,females,primary completed,3942
10544,2475000,City with powiat status Sosnowiec,2021,females,primary completed,10070
10545,2476000,City with powiat status Świętochłowice,2021,females,primary completed,3131
10546,2477000,City with powiat status Tychy,2021,females,primary completed,5763
10547,2478000,City with powiat status Zabrze,2021,females,primary completed,9558
10548,2479000,City with powiat status Żory,2021,females,primary completed,3319
10549,2601000,Powiat buski,2021,females,primary completed,5364
10550,2602000,Powiat jędrzejowski,2021,females,primary completed,6299
10551,2603000,Powiat kazimierski,2021,females,primary completed,2936
10552,2604000,Powiat kielecki,2021,females,primary completed,15676
10553,2605000,Powiat konecki,2021,females,primary completed,6864
10554,2606000,Powiat opatowski,2021,females,primary completed,4169
10555,2607000,Powiat ostrowiecki,2021,females,primary completed,6557
10556,2608000,Powiat pińczowski,2021,females,primary completed,3023
10557,2609000,Powiat sandomierski,2021,females,primary completed,4668
10558,2610000,Powiat skarżyski,2021,females,primary completed,3742
10559,2611000,Powiat starachowicki,2021,females,primary completed,5823
10560,2612000,Powiat staszowski,2021,females,primary completed,4881
10561,2613000,Powiat włoszczowski,2021,females,primary completed,3681
10562,2661000,City with powiat status Kielce,2021,females,primary completed,7146
10563,2801000,Powiat bartoszycki,2021,females,primary completed,4562
10564,2802000,Powiat braniewski,2021,females,primary completed,3243
10565,2803000,Powiat działdowski,2021,females,primary completed,5853
10566,2804000,Powiat elbląski,2021,females,primary completed,4598
10567,2805000,Powiat ełcki,2021,females,primary completed,5812
10568,2806000,Powiat giżycki,2021,females,primary completed,3902
10569,2807000,Powiat iławski,2021,females,primary completed,7677
10570,2808000,Powiat kętrzyński,2021,females,primary completed,4861
10571,2809000,Powiat lidzbarski,2021,females,primary completed,2916
10572,2810000,Powiat mrągowski,2021,females,primary completed,3651
10573,2811000,Powiat nidzicki,2021,females,primary completed,2931
10574,2812000,Powiat nowomiejski,2021,females,primary completed,3847
10575,2813000,Powiat olecki,2021,females,primary completed,2539
10576,2814000,Powiat olsztyński,2021,females,primary completed,8690
10577,2815000,Powiat ostródzki,2021,females,primary completed,8616
10578,2816000,Powiat piski,2021,females,primary completed,4877
10579,2817000,Powiat szczycieński,2021,females,primary completed,5714
10580,2818000,Powiat gołdapski,2021,females,primary completed,2176
10581,2819000,Powiat węgorzewski,2021,females,primary completed,1772
10582,2861000,City with powiat status Elbląg,2021,females,primary completed,5561
10583,2862000,City with powiat status Olsztyn,2021,females,primary completed,6488
10584,3001000,Powiat chodzieski,2021,females,primary completed,3089
10585,3002000,Powiat czarnkowsko-trzcianecki,2021,females,primary completed,5868
10586,3003000,Powiat gnieźnieński,2021,females,primary completed,8502
10587,3004000,Powiat gostyński,2021,females,primary completed,5171
10588,3005000,Powiat grodziski,2021,females,primary completed,3376
10589,3006000,Powiat jarociński,2021,females,primary completed,4478
10590,3007000,Powiat kaliski,2021,females,primary completed,6819
10591,3008000,Powiat kępiński,2021,females,primary completed,3378
10592,3009000,Powiat kolski,2021,females,primary completed,7430
10593,3010000,Powiat koniński,2021,females,primary completed,10805
10594,3011000,Powiat kościański,2021,females,primary completed,4953
10595,3012000,Powiat krotoszyński,2021,females,primary completed,4411
10596,3013000,Powiat leszczyński,2021,females,primary completed,3413
10597,3014000,Powiat międzychodzki,2021,females,primary completed,2459
10598,3015000,Powiat nowotomyski,2021,females,primary completed,4581
10599,3016000,Powiat obornicki,2021,females,primary completed,3471
10600,3017000,Powiat ostrowski,2021,females,primary completed,8342
10601,3018000,Powiat ostrzeszowski,2021,females,primary completed,3367
10602,3019000,Powiat pilski,2021,females,primary completed,8066
10603,3020000,Powiat pleszewski,2021,females,primary completed,4050
10604,3021000,Powiat poznański,2021,females,primary completed,17347
10605,3022000,Powiat rawicki,2021,females,primary completed,3397
10606,3023000,Powiat słupecki,2021,females,primary completed,4500
10607,3024000,Powiat szamotulski,2021,females,primary completed,5451
10608,3025000,Powiat średzki,2021,females,primary completed,3940
10609,3026000,Powiat śremski,2021,females,primary completed,3647
10610,3027000,Powiat turecki,2021,females,primary completed,6318
10611,3028000,Powiat wągrowiecki,2021,females,primary completed,4725
10612,3029000,Powiat wolsztyński,2021,females,primary completed,3745
10613,3030000,Powiat wrzesiński,2021,females,primary completed,5114
10614,3031000,Powiat złotowski,2021,females,primary completed,5219
10615,3061000,City with powiat status Kalisz,2021,females,primary completed,5363
10616,3062000,City with powiat status Konin,2021,females,primary completed,3930
10617,3063000,City with powiat status Leszno,2021,females,primary completed,2698
10618,3064000,City with powiat status Poznań,2021,females,primary completed,18319
10619,3201000,Powiat białogardzki,2021,females,primary completed,3584
10620,3202000,Powiat choszczeński,2021,females,primary completed,4126
10621,3203000,Powiat drawski,2021,females,primary completed,4092
10622,3204000,Powiat goleniowski,2021,females,primary completed,5730
10623,3205000,Powiat gryficki,2021,females,primary completed,4246
10624,3206000,Powiat gryfiński,2021,females,primary completed,6612
10625,3207000,Powiat kamieński,2021,females,primary completed,3454
10626,3208000,Powiat kołobrzeski,2021,females,primary completed,4686
10627,3209000,Powiat koszaliński,2021,females,primary completed,4970
10628,3210000,Powiat myśliborski,2021,females,primary completed,4932
10629,3211000,Powiat policki,2021,females,primary completed,3715
10630,3212000,Powiat pyrzycki,2021,females,primary completed,3254
10631,3213000,Powiat sławieński,2021,females,primary completed,4281
10632,3214000,Powiat stargardzki,2021,females,primary completed,7888
10633,3215000,Powiat szczecinecki,2021,females,primary completed,5623
10634,3216000,Powiat świdwiński,2021,females,primary completed,3511
10635,3217000,Powiat wałecki,2021,females,primary completed,3685
10636,3218000,Powiat łobeski,2021,females,primary completed,3170
10637,3261000,City with powiat status Koszalin,2021,females,primary completed,4601
10638,3262000,City with powiat status Szczecin,2021,females,primary completed,16668
10639,3263000,City with powiat status Świnoujście,2021,females,primary completed,2082
10640,201000,Powiat bolesławiecki,2021,females,primary not completed and without school education,1216
10641,202000,Powiat dzierżoniowski,2021,females,primary not completed and without school education,1350
10642,203000,Powiat głogowski,2021,females,primary not completed and without school education,1247
10643,204000,Powiat górowski,2021,females,primary not completed and without school education,487
10644,205000,Powiat jaworski,2021,females,primary not completed and without school education,667
10645,206000,Powiat karkonoski,2021,females,primary not completed and without school education,860
10646,207000,Powiat kamiennogórski,2021,females,primary not completed and without school education,574
10647,208000,Powiat kłodzki,2021,females,primary not completed and without school education,1913
10648,209000,Powiat legnicki,2021,females,primary not completed and without school education,836
10649,210000,Powiat lubański,2021,females,primary not completed and without school education,672
10650,211000,Powiat lubiński,2021,females,primary not completed and without school education,1298
10651,212000,Powiat lwówecki,2021,females,primary not completed and without school education,552
10652,213000,Powiat milicki,2021,females,primary not completed and without school education,573
10653,214000,Powiat oleśnicki,2021,females,primary not completed and without school education,1414
10654,215000,Powiat oławski,2021,females,primary not completed and without school education,975
10655,216000,Powiat polkowicki,2021,females,primary not completed and without school education,911
10656,217000,Powiat strzeliński,2021,females,primary not completed and without school education,569
10657,218000,Powiat średzki,2021,females,primary not completed and without school education,882
10658,219000,Powiat świdnicki,2021,females,primary not completed and without school education,2000
10659,220000,Powiat trzebnicki,2021,females,primary not completed and without school education,1186
10660,221000,Powiat wałbrzyski,2021,females,primary not completed and without school education,784
10661,222000,Powiat wołowski,2021,females,primary not completed and without school education,614
10662,223000,Powiat wrocławski,2021,females,primary not completed and without school education,2438
10663,224000,Powiat ząbkowicki,2021,females,primary not completed and without school education,856
10664,225000,Powiat zgorzelecki,2021,females,primary not completed and without school education,1219
10665,226000,Powiat złotoryjski,2021,females,primary not completed and without school education,623
10666,261000,City with powiat status Jelenia Góra,2021,females,primary not completed and without school education,857
10667,262000,City with powiat status Legnica,2021,females,primary not completed and without school education,1027
10668,264000,City with powiat status Wrocław,2021,females,primary not completed and without school education,6063
10669,265000,City with powiat status Wałbrzych since 2013,2021,females,primary not completed and without school education,1197
10670,401000,Powiat aleksandrowski,2021,females,primary not completed and without school education,679
10671,402000,Powiat brodnicki,2021,females,primary not completed and without school education,1058
10672,403000,Powiat bydgoski,2021,females,primary not completed and without school education,1679
10673,404000,Powiat chełmiński,2021,females,primary not completed and without school education,697
10674,405000,Powiat golubsko-dobrzyński,2021,females,primary not completed and without school education,551
10675,406000,Powiat grudziądzki,2021,females,primary not completed and without school education,590
10676,407000,Powiat inowrocławski,2021,females,primary not completed and without school education,1892
10677,408000,Powiat lipnowski,2021,females,primary not completed and without school education,896
10678,409000,Powiat mogileński,2021,females,primary not completed and without school education,589
10679,410000,Powiat nakielski,2021,females,primary not completed and without school education,1128
10680,411000,Powiat radziejowski,2021,females,primary not completed and without school education,558
10681,412000,Powiat rypiński,2021,females,primary not completed and without school education,628
10682,413000,Powiat sępoleński,2021,females,primary not completed and without school education,578
10683,414000,Powiat świecki,2021,females,primary not completed and without school education,1291
10684,415000,Powiat toruński,2021,females,primary not completed and without school education,1575
10685,416000,Powiat tucholski,2021,females,primary not completed and without school education,627
10686,417000,Powiat wąbrzeski,2021,females,primary not completed and without school education,433
10687,418000,Powiat włocławski,2021,females,primary not completed and without school education,1196
10688,419000,Powiat żniński,2021,females,primary not completed and without school education,894
10689,461000,City with powiat status Bydgoszcz,2021,females,primary not completed and without school education,3378
10690,462000,City with powiat status Grudziądz,2021,females,primary not completed and without school education,1068
10691,463000,City with powiat status Toruń,2021,females,primary not completed and without school education,1959
10692,464000,City with powiat status Włocławek,2021,females,primary not completed and without school education,1182
10693,601000,Powiat bialski,2021,females,primary not completed and without school education,1698
10694,602000,Powiat biłgorajski,2021,females,primary not completed and without school education,1624
10695,603000,Powiat chełmski,2021,females,primary not completed and without school education,1191
10696,604000,Powiat hrubieszowski,2021,females,primary not completed and without school education,838
10697,605000,Powiat janowski,2021,females,primary not completed and without school education,737
10698,606000,Powiat krasnostawski,2021,females,primary not completed and without school education,854
10699,607000,Powiat kraśnicki,2021,females,primary not completed and without school education,1239
10700,608000,Powiat lubartowski,2021,females,primary not completed and without school education,1290
10701,609000,Powiat lubelski,2021,females,primary not completed and without school education,2402
10702,610000,Powiat łęczyński,2021,females,primary not completed and without school education,780
10703,611000,Powiat łukowski,2021,females,primary not completed and without school education,1566
