,code,powiat,year,sex,education,count
5682,3204000,Powiat goleniowski,2021,males,secondary and post-secondary - vocational secondary,6590
5683,3205000,Powiat gryficki,2021,males,secondary and post-secondary - vocational secondary,4068
5684,3206000,Powiat gryfiński,2021,males,secondary and post-secondary - vocational secondary,6576
5685,3207000,Powiat kamieński,2021,males,secondary and post-secondary - vocational secondary,3833
5686,3208000,Powiat kołobrzeski,2021,males,secondary and post-secondary - vocational secondary,7164
5687,3209000,Powiat koszaliński,2021,males,secondary and post-secondary - vocational secondary,5348
5688,3210000,Powiat myśliborski,2021,males,secondary and post-secondary - vocational secondary,5658
5689,3211000,Powiat policki,2021,males,secondary and post-secondary - vocational secondary,6305
5690,3212000,Powiat pyrzycki,2021,males,secondary and post-secondary - vocational secondary,3339
5691,3213000,Powiat sławieński,2021,males,secondary and post-secondary - vocational secondary,4743
5692,3214000,Powiat stargardzki,2021,males,secondary and post-secondary - vocational secondary,11405
5693,3215000,Powiat szczecinecki,2021,males,secondary and post-secondary - vocational secondary,6777
5694,3216000,Powiat świdwiński,2021,males,secondary and post-secondary - vocational secondary,4009
5695,3217000,Powiat wałecki,2021,males,secondary and post-secondary - vocational secondary,4781
5696,3218000,Powiat łobeski,2021,males,secondary and post-secondary - vocational secondary,2350
5697,3261000,City with powiat status Koszalin,2021,males,secondary and post-secondary - vocational secondary,8843
5698,3262000,City with powiat status Szczecin,2021,males,secondary and post-secondary - vocational secondary,32175
5699,3263000,City with powiat status Świnoujście,2021,males,secondary and post-secondary - vocational secondary,4026
5700,201000,Powiat bolesławiecki,2021,males,basic vocational/sectoral,11332
5701,202000,Powiat dzierżoniowski,2021,males,basic vocational/sectoral,11080
5702,203000,Powiat głogowski,2021,males,basic vocational/sectoral,10086
5703,204000,Powiat górowski,2021,males,basic vocational/sectoral,4902
5704,205000,Powiat jaworski,2021,males,basic vocational/sectoral,6795
5705,206000,Powiat karkonoski,2021,males,basic vocational/sectoral,7589
5706,207000,Powiat kamiennogórski,2021,males,basic vocational/sectoral,6334
5707,208000,Powiat kłodzki,2021,males,basic vocational/sectoral,18134
5708,209000,Powiat legnicki,2021,males,basic vocational/sectoral,6661
5709,210000,Powiat lubański,2021,males,basic vocational/sectoral,7015
5710,211000,Powiat lubiński,2021,males,basic vocational/sectoral,11718
5711,212000,Powiat lwówecki,2021,males,basic vocational/sectoral,6356
5712,213000,Powiat milicki,2021,males,basic vocational/sectoral,5385
5713,214000,Powiat oleśnicki,2021,males,basic vocational/sectoral,13498
5714,215000,Powiat oławski,2021,males,basic vocational/sectoral,8829
5715,216000,Powiat polkowicki,2021,males,basic vocational/sectoral,8414
5716,217000,Powiat strzeliński,2021,males,basic vocational/sectoral,5470
5717,218000,Powiat średzki,2021,males,basic vocational/sectoral,7145
5718,219000,Powiat świdnicki,2021,males,basic vocational/sectoral,18167
5719,220000,Powiat trzebnicki,2021,males,basic vocational/sectoral,11141
5720,221000,Powiat wałbrzyski,2021,males,basic vocational/sectoral,6960
5721,222000,Powiat wołowski,2021,males,basic vocational/sectoral,5812
5722,223000,Powiat wrocławski,2021,males,basic vocational/sectoral,13510
5723,224000,Powiat ząbkowicki,2021,males,basic vocational/sectoral,8098
5724,225000,Powiat zgorzelecki,2021,males,basic vocational/sectoral,10855
5725,226000,Powiat złotoryjski,2021,males,basic vocational/sectoral,6070
5726,261000,City with powiat status Jelenia Góra,2021,males,basic vocational/sectoral,7554
5727,262000,City with powiat status Legnica,2021,males,basic vocational/sectoral,9251
5728,264000,City with powiat status Wrocław,2021,males,basic vocational/sectoral,40408
5729,265000,City with powiat status Wałbrzych since 2013,2021,males,basic vocational/sectoral,12274
5730,401000,Powiat aleksandrowski,2021,males,basic vocational/sectoral,7528
5731,402000,Powiat brodnicki,2021,males,basic vocational/sectoral,11400
5732,403000,Powiat bydgoski,2021,males,basic vocational/sectoral,14136
5733,404000,Powiat chełmiński,2021,males,basic vocational/sectoral,7169
5734,405000,Powiat golubsko-dobrzyński,2021,males,basic vocational/sectoral,6504
5735,406000,Powiat grudziądzki,2021,males,basic vocational/sectoral,5753
5736,407000,Powiat inowrocławski,2021,males,basic vocational/sectoral,20996
5737,408000,Powiat lipnowski,2021,males,basic vocational/sectoral,8877
5738,409000,Powiat mogileński,2021,males,basic vocational/sectoral,7048
5739,410000,Powiat nakielski,2021,males,basic vocational/sectoral,13371
5740,411000,Powiat radziejowski,2021,males,basic vocational/sectoral,5576
5741,412000,Powiat rypiński,2021,males,basic vocational/sectoral,5482
5742,413000,Powiat sępoleński,2021,males,basic vocational/sectoral,6587
5743,414000,Powiat świecki,2021,males,basic vocational/sectoral,14715
5744,415000,Powiat toruński,2021,males,basic vocational/sectoral,13730
5745,416000,Powiat tucholski,2021,males,basic vocational/sectoral,8031
5746,417000,Powiat wąbrzeski,2021,males,basic vocational/sectoral,4927
5747,418000,Powiat włocławski,2021,males,basic vocational/sectoral,11658
5748,419000,Powiat żniński,2021,males,basic vocational/sectoral,11335
5749,461000,City with powiat status Bydgoszcz,2021,males,basic vocational/sectoral,33277
5750,462000,City with powiat status Grudziądz,2021,males,basic vocational/sectoral,10754
5751,463000,City with powiat status Toruń,2021,males,basic vocational/sectoral,17079
5752,464000,City with powiat status Włocławek,2021,males,basic vocational/sectoral,11404
5753,601000,Powiat bialski,2021,males,basic vocational/sectoral,12662
5754,602000,Powiat biłgorajski,2021,males,basic vocational/sectoral,11746
5755,603000,Powiat chełmski,2021,males,basic vocational/sectoral,8943
5756,604000,Powiat hrubieszowski,2021,males,basic vocational/sectoral,6699
5757,605000,Powiat janowski,2021,males,basic vocational/sectoral,5390
5758,606000,Powiat krasnostawski,2021,males,basic vocational/sectoral,6596
5759,607000,Powiat kraśnicki,2021,males,basic vocational/sectoral,10543
5760,608000,Powiat lubartowski,2021,males,basic vocational/sectoral,10947
5761,609000,Powiat lubelski,2021,males,basic vocational/sectoral,15721
5762,610000,Powiat łęczyński,2021,males,basic vocational/sectoral,6277
5763,611000,Powiat łukowski,2021,males,basic vocational/sectoral,12944
5764,612000,Powiat opolski,2021,males,basic vocational/sectoral,6872
5765,613000,Powiat parczewski,2021,males,basic vocational/sectoral,3700
5766,614000,Powiat puławski,2021,males,basic vocational/sectoral,12063
5767,615000,Powiat radzyński,2021,males,basic vocational/sectoral,7261
5768,616000,Powiat rycki,2021,males,basic vocational/sectoral,5659
5769,617000,Powiat świdnicki,2021,males,basic vocational/sectoral,6675
5770,618000,Powiat tomaszowski,2021,males,basic vocational/sectoral,9419
5771,619000,Powiat włodawski,2021,males,basic vocational/sectoral,3743
5772,620000,Powiat zamojski,2021,males,basic vocational/sectoral,13028
5773,661000,City with powiat status Biała Podlaska,2021,males,basic vocational/sectoral,4612
5774,662000,City with powiat status Chełm,2021,males,basic vocational/sectoral,4717
5775,663000,City with powiat status Lublin,2021,males,basic vocational/sectoral,19981
5776,664000,City with powiat status Zamość,2021,males,basic vocational/sectoral,4628
5777,801000,Powiat gorzowski,2021,males,basic vocational/sectoral,9058
5778,802000,Powiat krośnieński,2021,males,basic vocational/sectoral,7258
5779,803000,Powiat międzyrzecki,2021,males,basic vocational/sectoral,7570
5780,804000,Powiat nowosolski,2021,males,basic vocational/sectoral,10843
5781,805000,Powiat słubicki,2021,males,basic vocational/sectoral,5234
5782,806000,Powiat strzelecko-drezdenecki,2021,males,basic vocational/sectoral,7221
5783,807000,Powiat sulęciński,2021,males,basic vocational/sectoral,4474
5784,808000,Powiat świebodziński,2021,males,basic vocational/sectoral,7342
5785,809000,Powiat zielonogórski,2021,males,basic vocational/sectoral,10547
5786,810000,Powiat żagański,2021,males,basic vocational/sectoral,9543
5787,811000,Powiat żarski,2021,males,basic vocational/sectoral,12222
5788,812000,Powiat wschowski,2021,males,basic vocational/sectoral,5920
5789,861000,City with powiat status Gorzów Wielkopolski,2021,males,basic vocational/sectoral,12478
5790,862000,City with powiat status Zielona Góra,2021,males,basic vocational/sectoral,11575
5791,1001000,Powiat bełchatowski,2021,males,basic vocational/sectoral,12553
5792,1002000,Powiat kutnowski,2021,males,basic vocational/sectoral,10850
5793,1003000,Powiat łaski,2021,males,basic vocational/sectoral,6073
5794,1004000,Powiat łęczycki,2021,males,basic vocational/sectoral,5329
5795,1005000,Powiat łowicki,2021,males,basic vocational/sectoral,8746
5796,1006000,Powiat łódzki wschodni,2021,males,basic vocational/sectoral,6646
5797,1007000,Powiat opoczyński,2021,males,basic vocational/sectoral,8846
5798,1008000,Powiat pabianicki,2021,males,basic vocational/sectoral,10613
5799,1009000,Powiat pajęczański,2021,males,basic vocational/sectoral,7643
5800,1010000,Powiat piotrkowski,2021,males,basic vocational/sectoral,10638
5801,1011000,Powiat poddębicki,2021,males,basic vocational/sectoral,5062
5802,1012000,Powiat radomszczański,2021,males,basic vocational/sectoral,14581
5803,1013000,Powiat rawski,2021,males,basic vocational/sectoral,5653
5804,1014000,Powiat sieradzki,2021,males,basic vocational/sectoral,14442
5805,1015000,Powiat skierniewicki,2021,males,basic vocational/sectoral,5028
5806,1016000,Powiat tomaszowski,2021,males,basic vocational/sectoral,12834
5807,1017000,Powiat wieluński,2021,males,basic vocational/sectoral,11607
5808,1018000,Powiat wieruszowski,2021,males,basic vocational/sectoral,6923
5809,1019000,Powiat zduńskowolski,2021,males,basic vocational/sectoral,7274
5810,1020000,Powiat zgierski,2021,males,basic vocational/sectoral,16024
5811,1021000,Powiat brzeziński,2021,males,basic vocational/sectoral,3432
5812,1061000,City with powiat status Łódź,2021,males,basic vocational/sectoral,48777
5813,1062000,City with powiat status Piotrków Trybunalski,2021,males,basic vocational/sectoral,5784
5814,1063000,City with powiat status Skierniewice,2021,males,basic vocational/sectoral,3858
5815,1201000,Powiat bocheński,2021,males,basic vocational/sectoral,14255
5816,1202000,Powiat brzeski,2021,males,basic vocational/sectoral,14698
5817,1203000,Powiat chrzanowski,2021,males,basic vocational/sectoral,14557
5818,1204000,Powiat dąbrowski,2021,males,basic vocational/sectoral,8419
5819,1205000,Powiat gorlicki,2021,males,basic vocational/sectoral,15341
5820,1206000,Powiat krakowski,2021,males,basic vocational/sectoral,34387
5821,1207000,Powiat limanowski,2021,males,basic vocational/sectoral,19726
5822,1208000,Powiat miechowski,2021,males,basic vocational/sectoral,5728
