,county_code,county_kts,county_name,type,year,wage,NC_population,YR_population
306,2803.0,10042815403000.0,Powiat działdowski,grand total,2002,1655.36,53760,56453.0
307,2804.0,10042815404000.0,Powiat elbląski,grand total,2002,1688.2,47704,48891.0
308,2805.0,10042815505000.0,Powiat ełcki,grand total,2002,1819.73,76506,71878.0
309,2806.0,10042815506000.0,Powiat giżycki,grand total,2002,1710.37,47838,50437.0
310,2807.0,10042815407000.0,Powiat iławski,grand total,2002,1619.78,77576,76710.0
311,2808.0,10042815608000.0,Powiat kętrzyński,grand total,2002,1752.77,51818,60359.0
312,2809.0,10042815609000.0,Powiat lidzbarski,grand total,2002,1567.8,34150,38622.0
313,2810.0,10042815610000.0,Powiat mrągowski,grand total,2002,1740.63,42535,43348.0
314,2811.0,10042815611000.0,Powiat nidzicki,grand total,2002,1561.11,27012,29344.0
315,2812.0,10042815412000.0,Powiat nowomiejski,grand total,2002,1600.25,36056,36951.0
316,2813.0,10042815513000.0,Powiat olecki,grand total,2002,1777.1,28184,29564.0
317,2814.0,10042815614000.0,Powiat olsztyński,grand total,2002,1759.76,109655,95898.0
318,2815.0,10042815415000.0,Powiat ostródzki,grand total,2002,1759.46,87404,92005.0
319,2816.0,10042815516000.0,Powiat piski,grand total,2002,1914.06,46342,48944.0
320,2817.0,10042815617000.0,Powiat szczycieński,grand total,2002,1793.92,58273,59773.0
321,2818.0,10042815518000.0,Powiat gołdapski,grand total,2002,1634.51,21842,23332.0
322,2819.0,10042815519000.0,Powiat węgorzewski,grand total,2002,1648.29,18782,21646.0
323,2861.0,10042815461000.0,Powiat m. Elbląg,grand total,2002,2281.22,101580,116385.0
324,2862.0,10042815662000.0,Powiat m. Olsztyn,grand total,2002,2271.09,148504,159032.0
325,3001.0,10023016001000.0,Powiat chodzieski,grand total,2002,1648.8,39771,41026.0
326,3002.0,10023016002000.0,Powiat czarnkowsko-trzcianecki,grand total,2002,1800.35,72876,75161.0
327,3003.0,10023015803000.0,Powiat gnieźnieński,grand total,2002,1801.21,121395,122827.0
328,3004.0,10023015904000.0,Powiat gostyński,grand total,2002,1815.27,63119,65762.0
329,3005.0,10023015905000.0,Powiat grodziski,grand total,2002,1710.93,43209,41848.0
330,3006.0,10023015706000.0,Powiat jarociński,grand total,2002,1599.86,59953,61922.0
331,3007.0,10023015707000.0,Powiat kaliski,grand total,2002,1655.12,70643,71217.0
332,3008.0,10023015708000.0,Powiat kępiński,grand total,2002,1356.2,48392,48163.0
333,3009.0,10023015809000.0,Powiat kolski,grand total,2002,2118.24,72155,79984.0
334,3010.0,10023015810000.0,Powiat koniński,grand total,2002,2512.13,110097,105010.0
335,3011.0,10023015911000.0,Powiat kościański,grand total,2002,1777.97,66357,67971.0
336,3012.0,10023015712000.0,Powiat krotoszyński,grand total,2002,1671.9,64771,67527.0
337,3013.0,10023015913000.0,Powiat leszczyński,grand total,2002,1850.48,48523,41899.0
338,3014.0,10023015914000.0,Powiat międzychodzki,grand total,2002,1674.37,30866,31574.0
339,3015.0,10023015915000.0,Powiat nowotomyski,grand total,2002,1796.01,63330,62226.0
340,3016.0,10023016116000.0,Powiat obornicki,grand total,2002,1858.27,49904,47957.0
341,3017.0,10023015717000.0,Powiat ostrowski,grand total,2002,1736.06,137187,140596.0
342,3018.0,10023015718000.0,Powiat ostrzeszowski,grand total,2002,1783.28,46959,47262.0
343,3019.0,10023016019000.0,Powiat pilski,grand total,2002,1962.59,114955,119332.0
344,3020.0,10023015720000.0,Powiat pleszewski,grand total,2002,1633.17,53058,54261.0
345,3021.0,10023016121000.0,Powiat poznański,grand total,2002,2037.6,354878,234819.0
346,3022.0,10023015922000.0,Powiat rawicki,grand total,2002,1512.11,50612,51999.0
347,3023.0,10023015823000.0,Powiat słupecki,grand total,2002,1706.16,49905,51795.0
348,3024.0,10023016124000.0,Powiat szamotulski,grand total,2002,2031.21,77684,75768.0
349,3025.0,10023016125000.0,Powiat średzki,grand total,2002,1919.96,49921,47502.0
350,3026.0,10023016126000.0,Powiat śremski,grand total,2002,1821.54,51777,50161.0
351,3027.0,10023015827000.0,Powiat turecki,grand total,2002,1933.88,70316,73565.0
352,3028.0,10023016028000.0,Powiat wągrowiecki,grand total,2002,1728.48,58634,58261.0
353,3029.0,10023015929000.0,Powiat wolsztyński,grand total,2002,1532.21,47966,46333.0
354,3030.0,10023015830000.0,Powiat wrzesiński,grand total,2002,1660.85,66536,64449.0
355,3031.0,10023016031000.0,Powiat złotowski,grand total,2002,1643.82,58373,58580.0
356,3061.0,10023015761000.0,Powiat m. Kalisz,grand total,2002,2035.05,84677,101783.0
357,3062.0,10023015862000.0,Powiat m. Konin,grand total,2002,2344.32,62140,73307.0
358,3063.0,10023015963000.0,Powiat m. Leszno,grand total,2002,1969.7,53859,57325.0
359,3064.0,10023016264000.0,Powiat m. Poznań,grand total,2002,2395.19,482205,554287.0
360,3201.0,10023216301000.0,Powiat białogardzki,grand total,2002,1749.98,39670,42654.0
361,3202.0,10023216402000.0,Powiat choszczeński,grand total,2002,1728.19,39739,44071.0
362,3203.0,10023216403000.0,Powiat drawski,grand total,2002,1773.67,47487,51429.0
363,3204.0,10023216604000.0,Powiat goleniowski,grand total,2002,1946.85,70693,67636.0
364,3205.0,10023216605000.0,Powiat gryficki,grand total,2002,1830.51,50343,53435.0
365,3206.0,10023216606000.0,Powiat gryfiński,grand total,2002,2334.93,68588,72372.0
366,3207.0,10023216607000.0,Powiat kamieński,grand total,2002,1848.97,39884,42655.0
367,3208.0,10023216308000.0,Powiat kołobrzeski,grand total,2002,1785.58,68419,66798.0
368,3209.0,10023216309000.0,Powiat koszaliński,grand total,2002,1823.84,57314,54071.0
369,3210.0,10023216410000.0,Powiat myśliborski,grand total,2002,1715.13,55563,60428.0
370,3211.0,10023216611000.0,Powiat policki,grand total,2002,2442.9,70433,51471.0
371,3212.0,10023216412000.0,Powiat pyrzycki,grand total,2002,1834.18,32576,35371.0
372,3213.0,10023216313000.0,Powiat sławieński,grand total,2002,1700.5,47132,50402.0
373,3214.0,10023216614000.0,Powiat stargardzki,grand total,2002,1862.91,103146,105777.0
374,3215.0,10023216415000.0,Powiat szczecinecki,grand total,2002,2026.02,64968,68019.0
375,3216.0,10023216416000.0,Powiat świdwiński,grand total,2002,1610.46,38924,43794.0
376,3217.0,10023216417000.0,Powiat wałecki,grand total,2002,1711.76,44491,47992.0
377,3218.0,10023216418000.0,Powiat łobeski,grand total,2002,1697.4,30007,34237.0
378,3261.0,10023216361000.0,Powiat m. Koszalin,grand total,2002,2078.06,93083,101563.0
379,3262.0,10023216562000.0,Powiat m. Szczecin,grand total,2002,2282.01,349790,394850.0
380,3263.0,10023216663000.0,Powiat m. Świnoujście,grand total,2002,2005.51,35988,38064.0
381,201.0,10030210101000.0,Powiat bolesławiecki,grand total,2003,1951.43,76739,79270.0
382,202.0,10030210302000.0,Powiat dzierżoniowski,grand total,2003,1785.0,86543,100820.0
383,203.0,10030210203000.0,Powiat głogowski,grand total,2003,1970.64,75191,77637.0
384,204.0,10030210204000.0,Powiat górowski,grand total,2003,1743.33,29042,32435.0
385,205.0,10030210105000.0,Powiat jaworski,grand total,2003,1766.69,42493,48347.0
386,206.0,10030210106000.0,Powiat karkonoski,grand total,2003,1754.74,54667,60036.0
387,207.0,10030210107000.0,Powiat kamiennogórski,grand total,2003,1789.33,36913,43402.0
388,208.0,10030210308000.0,Powiat kłodzki,grand total,2003,1839.79,134790,158793.0
389,209.0,10030210209000.0,Powiat legnicki,grand total,2003,1783.42,47367,48407.0
390,210.0,10030210110000.0,Powiat lubański,grand total,2003,1736.02,46595,52982.0
391,211.0,10030210211000.0,Powiat lubiński,grand total,2003,3611.52,90704,94698.0
392,212.0,10030210112000.0,Powiat lwówecki,grand total,2003,1814.34,38811,44718.0
393,213.0,10030210413000.0,Powiat milicki,grand total,2003,1733.47,31027,32938.0
394,214.0,10030210414000.0,Powiat oleśnicki,grand total,2003,1759.35,91536,92159.0
395,215.0,10030210415000.0,Powiat oławski,grand total,2003,2049.68,66642,63838.0
396,216.0,10030210216000.0,Powiat polkowicki,grand total,2003,2116.76,52620,52666.0
397,217.0,10030210417000.0,Powiat strzeliński,grand total,2003,1993.21,36837,41196.0
398,218.0,10030210418000.0,Powiat średzki,grand total,2003,2010.33,48878,44475.0
399,219.0,10030210319000.0,Powiat świdnicki,grand total,2003,1992.17,134638,149533.0
400,220.0,10030210420000.0,Powiat trzebnicki,grand total,2003,1916.09,74466,68884.0
401,221.0,10030210321000.0,Powiat wałbrzyski,grand total,2003,2067.74,47771,180461.0
402,222.0,10030210422000.0,Powiat wołowski,grand total,2003,1899.98,40252,43792.0
403,223.0,10030210423000.0,Powiat wrocławski,grand total,2003,2221.17,142581,88490.0
404,224.0,10030210324000.0,Powiat ząbkowicki,grand total,2003,1904.57,55208,65145.0
405,225.0,10030210125000.0,Powiat zgorzelecki,grand total,2003,2695.69,77257,87241.0
406,226.0,10030210126000.0,Powiat złotoryjski,grand total,2003,1893.55,36516,41893.0
407,261.0,10030210161000.0,Powiat m. Jelenia Góra,grand total,2003,2175.01,69432,85447.0
408,262.0,10030210262000.0,Powiat m. Legnica,grand total,2003,1958.43,83631,98541.0
409,265.0,10030210365000.0,Powiat m. Wałbrzych,grand total,2003,,93685,0.0
410,264.0,10030210564000.0,Powiat m. Wrocław,grand total,2003,2367.3,591335,625456.0
411,265.0,10030210365000.0,Powiat m. Wałbrzych,grand total,2003,,93685,0.0
412,401.0,10040410801000.0,Powiat aleksandrowski,grand total,2003,1718.03,47168,50637.0
413,402.0,10040410702000.0,Powiat brodnicki,grand total,2003,1773.08,66389,65569.0
414,403.0,10040410603000.0,Powiat bydgoski,grand total,2003,1784.25,103150,78572.0
415,404.0,10040410704000.0,Powiat chełmiński,grand total,2003,1950.95,43201,45309.0
416,405.0,10040410705000.0,Powiat golubsko-dobrzyński,grand total,2003,1728.81,37717,39260.0
417,406.0,10040410706000.0,Powiat grudziądzki,grand total,2003,1699.67,33300,32932.0
418,407.0,10040416707000.0,Powiat inowrocławski,grand total,2003,1913.68,135028,150260.0
419,408.0,10040410808000.0,Powiat lipnowski,grand total,2003,1710.96,54670,57747.0
420,409.0,10040416709000.0,Powiat mogileński,grand total,2003,1727.76,38325,41870.0
421,410.0,10040416710000.0,Powiat nakielski,grand total,2003,1784.94,71711,72991.0
422,411.0,10040410811000.0,Powiat radziejowski,grand total,2003,1774.56,34028,38724.0
423,412.0,10040410712000.0,Powiat rypiński,grand total,2003,1753.19,36136,39549.0
424,413.0,10040416813000.0,Powiat sępoleński,grand total,2003,1606.38,33826,35777.0
425,414.0,10040416814000.0,Powiat świecki,grand total,2003,2191.37,82391,85369.0
426,415.0,10040410615000.0,Powiat toruński,grand total,2003,1750.13,93299,73716.0
427,416.0,10040416816000.0,Powiat tucholski,grand total,2003,1693.92,40210,41124.0
428,417.0,10040410717000.0,Powiat wąbrzeski,grand total,2003,1809.06,28488,31009.0
429,418.0,10040410818000.0,Powiat włocławski,grand total,2003,1616.4,72400,77256.0
430,419.0,10040416719000.0,Powiat żniński,grand total,2003,1703.08,58848,61729.0
431,461.0,10040410661000.0,Powiat m. Bydgoszcz,grand total,2003,2162.47,297903,349956.0
432,462.0,10040410762000.0,Powiat m. Grudziądz,grand total,2003,1842.79,79760,92539.0
433,463.0,10040410663000.0,Powiat m. Toruń,grand total,2003,2151.47,174283,194146.0
434,464.0,10040410864000.0,Powiat m. Włocławek,grand total,2003,2090.24,93166,110918.0
435,601.0,10060610901000.0,Powiat bialski,grand total,2003,1666.91,91805,104582.0
436,602.0,10060611002000.0,Powiat biłgorajski,grand total,2003,1823.67,85748,95139.0
437,603.0,10060611003000.0,Powiat chełmski,grand total,2003,1862.96,65266,68461.0
438,604.0,10060611004000.0,Powiat hrubieszowski,grand total,2003,1795.42,52616,64926.0
439,605.0,10060611205000.0,Powiat janowski,grand total,2003,1741.61,38523,44250.0
440,606.0,10060611006000.0,Powiat krasnostawski,grand total,2003,1786.44,54201,74499.0
441,607.0,10060611207000.0,Powiat kraśnicki,grand total,2003,1805.99,80681,93511.0
442,608.0,10060611108000.0,Powiat lubartowski,grand total,2003,1756.07,74278,83752.0
443,609.0,10060611109000.0,Powiat lubelski,grand total,2003,1760.62,136865,125869.0
444,610.0,10060611110000.0,Powiat łęczyński,grand total,2003,3108.53,47801,49899.0
445,611.0,10060611211000.0,Powiat łukowski,grand total,2003,1671.82,86678,95962.0
446,612.0,10060611212000.0,Powiat opolski,grand total,2003,1839.54,49813,58778.0
447,613.0,10060610913000.0,Powiat parczewski,grand total,2003,1740.2,29015,34239.0
448,614.0,10060611214000.0,Powiat puławski,grand total,2003,2110.97,96299,108459.0
449,615.0,10060610915000.0,Powiat radzyński,grand total,2003,1888.95,48525,55785.0
450,616.0,10060611216000.0,Powiat rycki,grand total,2003,1788.47,45801,55292.0
451,617.0,10060611117000.0,Powiat świdnicki,grand total,2003,1866.58,61549,67257.0
452,618.0,10060611018000.0,Powiat tomaszowski,grand total,2003,1721.63,69919,82392.0
453,619.0,10060610919000.0,Powiat włodawski,grand total,2003,1838.5,31818,37096.0
454,620.0,10060611020000.0,Powiat zamojski,grand total,2003,1590.52,90075,104197.0
455,661.0,10060610961000.0,Powiat m. Biała Podlaska,grand total,2003,1834.22,47883,50607.0
456,662.0,10060611062000.0,Powiat m. Chełm,grand total,2003,1951.04,52801,62570.0
457,663.0,10060611163000.0,Powiat m. Lublin,grand total,2003,2207.83,292096,335231.0
458,664.0,10060611064000.0,Powiat m. Zamość,grand total,2003,1994.35,53035,59603.0
459,801.0,10020811301000.0,Powiat gorzowski,grand total,2003,2097.63,61787,56164.0
460,802.0,10020811402000.0,Powiat krośnieński,grand total,2003,1868.1,46906,50586.0
461,803.0,10020811303000.0,Powiat międzyrzecki,grand total,2003,1842.27,48528,52588.0
462,804.0,10020811404000.0,Powiat nowosolski,grand total,2003,1754.94,72448,78252.0
463,805.0,10020811305000.0,Powiat słubicki,grand total,2003,2087.91,40014,41669.0
464,806.0,10020811306000.0,Powiat strzelecko-drezdenecki,grand total,2003,1882.31,41296,45072.0
465,807.0,10020811307000.0,Powiat sulęciński,grand total,2003,1650.09,29313,31448.0
466,808.0,10020811408000.0,Powiat świebodziński,grand total,2003,1736.4,47209,50257.0
467,809.0,10020811409000.0,Powiat zielonogórski,grand total,2003,1947.03,64482,77882.0
468,810.0,10020811410000.0,Powiat żagański,grand total,2003,1751.22,66221,74890.0
469,811.0,10020811411000.0,Powiat żarski,grand total,2003,1984.9,81270,89004.0
470,812.0,10020811412000.0,Powiat wschowski,grand total,2003,1668.68,32541,33943.0
471,861.0,10020811361000.0,Powiat m. Gorzów Wielkopolski,grand total,2003,2047.51,105129,115895.0
472,862.0,10020811462000.0,Powiat m. Zielona Góra,grand total,2003,2286.63,121615,111987.0
473,1001.0,10051011701000.0,Powiat bełchatowski,grand total,2003,3019.04,94355,99823.0
474,1002.0,10051011902000.0,Powiat kutnowski,grand total,2003,1924.06,82354,99757.0
475,1003.0,10051011803000.0,Powiat łaski,grand total,2003,1703.0,42945,47357.0
476,1004.0,10051011904000.0,Powiat łęczycki,grand total,2003,1919.81,41967,51103.0
477,1005.0,10051011905000.0,Powiat łowicki,grand total,2003,1849.03,65783,77322.0
478,1006.0,10051011506000.0,Powiat łódzki wschodni,grand total,2003,1762.31,63333,58605.0
479,1007.0,10051011707000.0,Powiat opoczyński,grand total,2003,1934.61,63071,71306.0
480,1008.0,10051011508000.0,Powiat pabianicki,grand total,2003,1857.39,104780,114290.0
481,1009.0,10051011809000.0,Powiat pajęczański,grand total,2003,1876.58,43197,49714.0
482,1010.0,10051011710000.0,Powiat piotrkowski,grand total,2003,1633.99,77845,82504.0
483,1011.0,10051011811000.0,Powiat poddębicki,grand total,2003,1730.05,34719,40126.0
484,1012.0,10051011712000.0,Powiat radomszczański,grand total,2003,1648.68,95905,110670.0
485,1013.0,10051011913000.0,Powiat rawski,grand total,2003,1703.8,40520,45441.0
486,1014.0,10051011814000.0,Powiat sieradzki,grand total,2003,1839.17,98842,110781.0
487,1015.0,10051011915000.0,Powiat skierniewicki,grand total,2003,1944.84,32376,35975.0
488,1016.0,10051011716000.0,Powiat tomaszowski,grand total,2003,1769.0,98105,113443.0
489,1017.0,10051011817000.0,Powiat wieluński,grand total,2003,1646.06,64350,72470.0
490,1018.0,10051011818000.0,Powiat wieruszowski,grand total,2003,1698.86,36068,38498.0
491,1019.0,10051011819000.0,Powiat zduńskowolski,grand total,2003,1760.49,56056,62035.0
492,1020.0,10051011520000.0,Powiat zgierski,grand total,2003,1827.59,145493,150546.0
493,1021.0,10051011521000.0,Powiat brzeziński,grand total,2003,1597.31,26323,28381.0
494,1061.0,10051011661000.0,Powiat m. Łódź,grand total,2003,2164.79,597630,779608.0
495,1062.0,10051011762000.0,Powiat m. Piotrków Trybunalski,grand total,2003,1657.79,60556,74666.0
496,1063.0,10051011963000.0,Powiat m. Skierniewice,grand total,2003,1986.44,40159,44211.0
497,1201.0,10011212001000.0,Powiat bocheński,grand total,2003,1933.21,89762,86136.0
498,1202.0,10011212402000.0,Powiat brzeski,grand total,2003,1731.69,78485,78418.0
499,1203.0,10011212303000.0,Powiat chrzanowski,grand total,2003,2144.55,106559,119886.0
500,1204.0,10011212404000.0,Powiat dąbrowski,grand total,2003,1753.77,50340,52037.0
501,1205.0,10011212205000.0,Powiat gorlicki,grand total,2003,1850.82,91159,94301.0
502,1206.0,10011212006000.0,Powiat krakowski,grand total,2003,2100.14,249758,218851.0
503,1207.0,10011212207000.0,Powiat limanowski,grand total,2003,1768.68,108136,100586.0
504,1208.0,10011212008000.0,Powiat miechowski,grand total,2003,1809.9,41583,49418.0
505,1209.0,10011212009000.0,Powiat myślenicki,grand total,2003,2098.57,107969,98587.0
506,1210.0,10011212210000.0,Powiat nowosądecki,grand total,2003,1819.72,177458,162536.0
507,1211.0,10011216911000.0,Powiat nowotarski,grand total,2003,1757.52,161879,153165.0
508,1212.0,10011212312000.0,Powiat olkuski,grand total,2003,2155.7,95024,106381.0
509,1213.0,10011212313000.0,Powiat oświęcimski,grand total,2003,2012.33,130899,139536.0
510,1214.0,10011212014000.0,Powiat proszowicki,grand total,2003,1818.66,37067,40248.0
511,1215.0,10011216915000.0,Powiat suski,grand total,2003,1875.44,70990,71915.0
512,1216.0,10011212416000.0,Powiat tarnowski,grand total,2003,1685.32,169417,166629.0
513,1217.0,10011216917000.0,Powiat tatrzański,grand total,2003,1882.78,57356,58442.0
514,1218.0,10011212318000.0,Powiat wadowicki,grand total,2003,1782.37,134934,135516.0
515,1219.0,10011212019000.0,Powiat wielicki,grand total,2003,2117.2,115556,92911.0
516,1261.0,10011212161000.0,Powiat m. Kraków,grand total,2003,2324.15,702053,731724.0
517,1262.0,10011212262000.0,Powiat m. Nowy Sącz,grand total,2003,2018.85,70031,75062.0
518,1263.0,10011212463000.0,Powiat m. Tarnów,grand total,2003,1949.74,94241,109679.0
519,1401.0,10071422701000.0,Powiat białobrzeski,grand total,2003,1903.05,27916,29883.0
520,1402.0,10071422502000.0,Powiat ciechanowski,grand total,2003,2011.22,74840,82389.0
521,1403.0,10071427103000.0,Powiat garwoliński,grand total,2003,1911.12,89043,94343.0
522,1404.0,10071427004000.0,Powiat gostyniński,grand total,2003,1759.23,38010,43136.0
523,1405.0,10071413005000.0,Powiat grodziski,grand total,2003,2556.14,85264,70017.0
524,1406.0,10071427306000.0,Powiat grójecki,grand total,2003,2349.23,83976,89056.0
525,1407.0,10071422707000.0,Powiat kozienicki,grand total,2003,2602.19,50586,56876.0
